,text,class
11,Evlere takımı adeta şeyi Başkan takımda zaten ucundan biraz olan disiplin tamamen kaybolmuş herkesin ağzında koskoca bir mazeret O Avrupa Atletico Ama futbol sorumsuzlukla Beşiktaş Atletico Madrid karşısında üzücü bir tarih Önce şunu Bir ülkenin üst liginde üst düzey iki takım arasındaki maç çağdaş futbolun kadar karşısında Top pas şut defansın arkasına atılan topun pozisyon olması dünya futbolunun üst liglerinde pek Tabi söylediklerim Beşiktaş için Mesela ikinci karşılaşma bir ara basketbol maçına solda sağda geldiği pozisyon gol Burak biraz becerikli olsa zaten maç ilk yarıda bakıyoruz Beşiktaş için Quaresma dışında topla ileriye topu taşıyabilecek bir oyuncu Düşünebiliyor sol bekte Ersan oynuyor önünde hikmetse Ekrem Böyle takım olur Sakatlıklar olursa olsun kadroyla maça çıkılabilir kuvvetli yanı duran Ama Trabzon silahını akıllı adam markajıyla imha Bir yan top geldi ikinci yarının hemen başında gol Quaresma iyi ortaladı Almeida kendi klasiklerinden olan golü ÇOK İYİYDİ facia bundan sonra Trabzon orta sahayı rahat geçip hızlı adamlarıyla pozisyon üzerine pozisyon bulup önce beraberliği sonra galibiyeti Hele hele Kendi klasiklerine uygun kadar pozisyon buldu Ama hepsinde kötü vurdu kaleci tarafından İyi vursa dün Trabzon tane atıp evine Beşiktaş girer mi bilmem kötü günler kafayla uzakta Bu sene derbi maçlar genelde iyi Dün gece Bülent Yıldırım bence iyi Kartları faul kararları ilk golünde ofsayt şüphesi olsa verdiği karar ,AHMET ÇAKAR
12,Kulüpler Birliği futbolu herhalde önümüzdeki ay fazla rakamı Yani Bu maddenin açılımı Şayet Futbol Federasyonu yönetmeliği şikeden suçlu bulsa bile Fenerbahçe küme Ama değişmezse Fenerbahçe sonradan şikeden suçlu bulunan kulüplerin bazıları küme düşmek zorunda Ali Aydınlar yanlış stratejiler uygulamış iyi niyetli düzgün bir adam olduğundan ufak bir kuşkum Üstelik akıllı Geçen hafta olduğum sürece Madde diyerek tavrını açık ortaya koydu kendini bundan sonra Başta Kulüpler Birliği sonra basınımızın birçok değerli mensubu sonunda Bakan Suat Kılıç belli oranda niyetlerini Onlara göre Madde değişmeli hatta başkan bile olsalar şahısların yaptığı yanlış yıllık kulüplerini Ama gerçek değiştirirseniz bir Türk futbolu var oldukça hiçbir kulübü hiçbir kulübü şike nedeniyle küme Üstelik maddenin Temmuz sonrasındaki süreçte değişmesi açık şekilde başta Fenerbahçe olmak üzere kulüpleri kurtarmak anlamına maddeyi değiştirmek iki ayrı felsefenin çarpışması Bir tarafta kuralları Türk futbolunun geleceği için asırlık camiayı düşürebilen bir diğer tarafta Türk futbolundaki paranın kaybolmaması toplumsal infiali önleyebilmek için oyun başlamışken kuralı değiştirebilen karar sadece Kulüpler verebileceği bir karar Çünkü Kulüpler Birliği Türk futbolunun omurgasız Sadece kendilerini düşünürler etik gelecek kaygısı Bununla ilgili acı tecrübelerim Mesela Futbol Federasyonu başkanlığı seçiminde Kulüpler Birliği bir ortak aday üzerinde hatta kararı imza altına alır toplantı biter dakika içinde Onlara göre sadece kulüplerinin yaşaması Sonucu olursa olsun para gelsin koltuklarımızı Peki bundan sonra Lig bitecek Futbol Federasyonu düşme kararlarını Sonra Haziran başında federasyon genel kurulu önergeler verilecek Madde değişsin değişmesin oylama Ve maalesef genel kurulda ben Ama kararın çıkacağını iyi görür Genel Madde düşme Bunun üzerine Mehmet Ali Aydınlar istifa edecek Türk futbolunda eskisi devam TAVRI NET OLMALI yıllık camia ona affedilmiş Süper oynamaya devam edecek kısaca it kervan böyle bir etiksizlik eyyamın altyapısı herkes Adnan Öztürk kulüplerinin kararını net ortaya Mesela ben merak ediyorum Süper diğer takımları Madde hakkında Yine merak ediyorum başta yayıncı kuruluş futbol federasyonumuzun diğer yöneticileri maddenin değiştirilmesini istiyorlar kimsenin sağı solu Herkes niyetini bugünden belli Mesela Nihat Özdemir düzgün bir şekilde tavrını ortaya bize yarın Düşme Katılmasam tavrına saygı Çünkü tavrı Umarım herkes tavrını ortaya koyar Türk futbol kamuoyu kimin düşündüğünü iyi görmüş ,AHMET ÇAKAR
14,Panik inanılmaz geri İlk devreye bakıyoruz futbol adına yapılan bir Mücadele tempo organizasyon yok bireysel hataların büyükleri Mesela ilk gole Stoch inanılmaz bir asist Seyredenler ofsayt tereddüt geçiriyor gol ofsayt futbol tuhaflığı Stoch ayağındaki topu biraz hakemin etkisiyle rakibine Hemen arkasından ikinci gol Bu sefer Serdar büyük bir hata ilk yarıda önemli bir skor başından itibaren gördük Fenerbahçe oynamamak için şeyi Böylesine düşük bir tempoyu böylesine bir ruhsuzluğu anlayabilmek mümkün Performansın kötülüğünü sadece Emre olmayışına bağlamak doğru İddia ediyorum ilk yarıda karşısında PAF takımı olsa iyi mücadele VE HATALI PENALTI yarı Fenerbahçe kelle koltuk saldırmaya Ve arka arkaya iki kritik pozisyon Önce maç boyu sürekli rakip markaj altında kalan frikiği Sonra penaltı İşte penaltı golle sonuçlansa maçın kırılma anı Belki Fenerbahçe hak etmeden karşılaşmayı kazanabilecek psikolojik atmosferi Ama olmadı Fenerbahçe şampiyonluk yarışında üç puandan fazlasını Zira Fenerbahçeli oyuncular artık psikolojik olarak geriye Ama hak vermek içinde bulunduğumuz futbol dünyasının şartları Fenerbahçe için fazla şeyler beklemek Hakem Fırat dün gece Yer tutuşları ilk golde durduğu yer hata yapmasında önemli rol Bazı faul elle oynama tespitleri büyük yanlışı verdiği Karabüksporlu oyuncunun sol omuzundan dönen açık olan ele çarptı zannederek yanlış bir penaltı Bu gol olsa sonuca etki eden önemli bir hakem hatası ,AHMET ÇAKAR
15,Mehmet Ali Federasyonu eski Başkanı Mehmet Ali CNN dikkatle Asıl sorun belli O şartlar olursa olsun küme düşüren federasyon başkanı olarak tarihe geçmek onun büyük hatası Aslında hatadan görevi kötüye TFF tuttuğu takımı küme düşmekten kurtarmak futbolu adil istifa ettiği güne kadar düşürmemek için elinden geleni Kapalı kapılar ardında Fenerbahçeli yöneticilerle pazarlıklara Ve maddenin bir defalık delinmesi için görüşmeleri organize İşte derken Türk futbolunu içinden çıkılmaz bir duruma Sonra çıkıp uğrayacağı maddi manevi zararları ben Bu başkanlıktır Sayın Hiçkimse sizden hamilik koruyuculuk yapmanızı Genel Kurul size bunun için oy Siz hangi hakla kümede tutmak için olayı UEFA Fenerbahçeli yöneticilerle pazarlığa bir husus İstifa ettiği gün Kısmet teşekkür Ama CNN programında aynı eski CAS hakimini Yine istifa ederken belgeyi benden diyerek Lutfi Arıboğan İlhan hedef Ama CNN programında ikisinden özür Yine istifa ederken şikayet Ama son programda bir kurum böylesine böylesine çelişkilerle yönetilirse olacağı kimden izin alıp UEFA puan silme konusunda mutabakat korkutucu boyutu açıklamalarının içinde Eski başkan diyor futbolunun ekonomik sosyal yönden yara almaması için düşme olmaması Ve nedenle UEFA anlaşıp puan Bunu Genel Çünkü UEFA böyle Buraya kadar Aydınlar yine devam ediyor konuşmaya diyor maddeyle ilgili yapılan oylamada isteseydim ben bir defalık affı Genel Yaman çelişkiye Bu Madem kurtuluş puan silme Genel kabul ettirme gücünüz zaman yapmıyorsunuz istifa TAHAMMÜLÜ YOK düzgün bir Üstelik inançlı bir insan olduğunu Ama asla birinci adam Çünkü birinci adamlar farklı Üstelik En ufak eleştiriye tahammülü İfadeye Birkaç yorumcu ağır şekilde eleştirmiş istifa kararı Peki yorumcuların görevi Hep okkalamak Yine anlıyoruz gönlünde hala Fenerbahçe Başkanlığı Saygı duyuyoruz şunu yönettiğiniz yönetirseniz aynı alınganlıkla devam ederseniz başkanlıkta üç ay bile ,AHMET ÇAKAR
16,Peki TFF Başkanı sefer olduğu dün dağ fare Çok önemli kararların alınacağını düşünmüştük fındık kabuğunu bile doldurmayacak kararlar ortaya Bunların geçmiş dönemlerde başkanlık yapan isimlere konan veto Süper Lig kulüplerinin başkanlarına Şenes Levent Haluk Ulusoy Mehmet Ali Aydınlar isimler aday Bunun mantığı Kulüpler göre yepyeni bir isim ortaya Belli kafalarında bir isim İçeride Yıldırım isminin geçmiş olmasına rağmen onun konjonktürde başkan olması güç Ben size ciddi futbol kulislerinde adı geçenlerden Ata Uzun yıllar milletvekilliği Gaziantepspor Kulüp Başkanlığı görevinde bulunmuş uzun yıllar Futbol Federasyonu Asbaşkanlığı görevini sürdürmüş bir Kulislerden kulağımıza Ata birçok delegeden kabul bir isim Murat O uzun yıllar Futbol Federasyonu Yönetim Beşiktaş görev yapmış bir Genç birçok dengeyi bünyesinde barındırabilecek bir başka isim Mehmet O Türk sporunda önemli hizmetler Genel Müdürlük hiçbir dedikodu şaibeye karışmaksızın önemli projelere imza atmış genç bir son sözü Önemli bir oy potansiyelleri Ama artık herkes akil adam olmak TFF Başkanlığı seçiminde taban birliğinden gelecek oyları asla gözardı etmemek yıldır federasyon seçimine katıldım hepsinde taban birliklerinin önemli bir belirleyici unsur olduğunu sözüm Genel isimsiz Bank Asya alt liglerin sağduyulu başkanlarına taban birliklerine Asla pazarlıklar içerisinde Asla Mehmet Ali güç durumda bırakan isimlere Kulislerde adı geçen üç isim birbirinden Tabii üç isme başkaları geçen gece beraber program yaptığım İbrahim Hacıosmanoğlu futbol aleminin direkt içinde olmasa Hiçbir beklentim olmadığı için rahat rahat söylüyorum Türk futbolu bitmek Aday belirlerken seçim yaparken olur mavi pazarlıklara geçit Vicdanınızın sesini ,AHMET ÇAKAR
17,Maçın adamı önemli bir maç Eğer maçı kazanabildiyse bir maçı Düşünebiliyor ilk devre rakip Gaziantepspor neredeyse maçı son vuruşlarda beceriksiz oldu soyunma odasına önde Ancak maçın adamı Kerim Zengin karşılaşmayı adeta hediye yarıda Aykut Kocaman doğru Caner sahaya sürüp hareketli bir orta saha yaratmaya Özellikle ilk yarı Fenerli oyuncuların üzerine ölü toprağı bir tek didinen Stoch İşte Stoch maçı kurtaran adam Önce beraberlik sonra maç boyu adeta küskünleri oynayan önüne attığı topla galibiyet golü şunu sormak Kerim Zengin atılmasaydı Gaziantep maçı ilk yarıda maç döner Tabii zor Ama şunu söylemek lazım Fenerli oyuncuların yaşadığı ağır stres dayanılacak olabildiğince iyi mücadele edip maç Mesela ilk yarı orta saha adeta yok Gazianteplilerin inanılmaz rahat kontratağa çıkmalarının nedeni orta sahanın böyle yetersiz Semih günden güne geriye Hep söylüyoruz Gökhan iyi hücum beki haftalar defans zaafiyeti ortaya maçın kırılma Kerim gösterilen sarı kartta hakem Kamil Abitoğlu Çok tartışılan ikinci sarı karta gelince hamlesi net bir şekilde aşil tendonuna dolayısıyla karar Kamil Abitoğlu maçı genelde iyi yönetti karşılaşmanın hemen başında vermesi gereken sarı kartı Ayrıca futbolcularla fazla konuşuyor olması kendisi adına bir eksi Şubat tarihinde yenildiği günden yana Saracoğlu çıktığı lig maçında galibiyet beraberlik ,AHMET ÇAKAR
18,Yok böyle bir yıl önce Beşiktaş Başkanı Yıldırım Demirören federasyon hakemlere kızmış hafta lig maçına PAF takımıyla Sözleri kızgınlığından kaynaklanmış bir Dün geceye keşke Beşiktaş takımıyla Sonuç futbol kesinlikle keyif verici Beşiktaşlı futbolcular Carvalhal Bir takım böyle sürpriz puan kayıpları Ama mücadeleden futbolun genel doğrularına ihanet edercesine oynamak hiçbir takımın hakkı Ankaragücü büyük bir onur mücadelesi Takımın neredeyse yarısı Dün geceki ilk dolaşmaya çıksa binlerce insandan hiçbiri çocuklardan birini Ama dedik Beşiktaş maçı kazanmamak için şeyi futbol kitabında düny a d a açılan antrenör kursunda şunu Bir takım kapanıyor sürekli alanı daraltıyorsa yapılacakların ilki topu kanatlara sıfıra Peki dün gece bunu yapabildi mi tabi İkinci yarıda gol için hayatında muhtemelen sağ açıkta oynamamış burada oynatarak kanatlara yayılmaya Peki şut attı Peki bireysel yeteneklerle aralara girip pozisyon bulabildi Daha korkuncu seyircisine dedirtecek pozisyonu var NE bütün hayırların yanında Beşiktaşlı oyuncular maç boyu zaman tempoyu düşürürcesine bitse gitsek der havasında İşte bunun cevabı Şimdi lütfen yukarıdaki yaptığını doğrusu hiçbir yapmadığını haftada sadece puan alan ikinci yarının ilk iki maçında puan toplama başarısı göstererek büyük moral ,AHMET ÇAKAR
19,Yetki devri Federasyonu Yönetim bütün cezai yaptırımların hukuki kurullarına devredildiğini Yani şike dosyasıyla ilgili sadece kişilerin kulüplerin cezalarını PFDK Bu değişikliği şunu soruyorum Niye Görünen TFF topu sürekli başkalarına madde düzenlemesinde topu Genel atmaları son derece Belli onları futbolunu maddeyi değiştirmek için Genel cezalar için sistemi disiplin kurulu üzerine naklen yayın konularında Lig mahkum olacaklarsa zaman onları Oraya bir sekretarya şeyi onlar oynanırken kural açıklamasıyla değişiklik usul yönünden olsa bağdaşıyor Sadece Hani kulüplere verilecek ceza sezon sonu Ama göreceksiniz bakın öncesi kulüplere ceza vermeye gücü yetecek taşın altına elini koymak böylesine tarihi kararlarda zorlanabileceğini Aslında örneklere baktığımızda cezayı vermesi yanlış değil durum vahimleştikten sonra erkin federasyon tarafından devredilmesi ,AHMET ÇAKAR
20,Kulüpler Birliği futbolu herhalde önümüzdeki ay fazla rakamı Yani Bu maddenin açılımı Şayet Futbol Federasyonu yönetmeliği şikeden suçlu bulsa bile Fenerbahçe küme Ama değişmezse Fenerbahçe sonradan şikeden suçlu bulunan kulüplerin bazıları küme düşmek zorunda Ali Aydınlar yanlış stratejiler uygulamış iyi niyetli düzgün bir adam olduğundan ufak bir kuşkum Üstelik akıllı Geçen hafta olduğum sürece Madde diyerek tavrını açık ortaya koydu kendini bundan sonra Başta Kulüpler Birliği sonra basınımızın birçok değerli mensubu sonunda Bakan Suat Kılıç belli oranda niyetlerini Onlara göre Madde değişmeli hatta başkan bile olsalar şahısların yaptığı yanlış yıllık kulüplerini Ama gerçek değiştirirseniz bir Türk futbolu var oldukça hiçbir kulübü hiçbir kulübü şike nedeniyle küme Üstelik maddenin Temmuz sonrasındaki süreçte değişmesi açık şekilde başta Fenerbahçe olmak üzere kulüpleri kurtarmak anlamına maddeyi değiştirmek iki ayrı felsefenin çarpışması Bir tarafta kuralları Türk futbolunun geleceği için asırlık camiayı düşürebilen bir diğer tarafta Türk futbolundaki paranın kaybolmaması toplumsal infiali önleyebilmek için oyun başlamışken kuralı değiştirebilen karar sadece Kulüpler verebileceği bir karar Çünkü Kulüpler Birliği Türk futbolunun omurgasız Sadece kendilerini düşünürler etik gelecek kaygısı Bununla ilgili acı tecrübelerim Mesela Futbol Federasyonu başkanlığı seçiminde Kulüpler Birliği bir ortak aday üzerinde hatta kararı imza altına alır toplantı biter dakika içinde Onlara göre sadece kulüplerinin yaşaması Sonucu olursa olsun para gelsin koltuklarımızı Peki bundan sonra Lig bitecek Futbol Federasyonu düşme kararlarını Sonra Haziran başında federasyon genel kurulu önergeler verilecek Madde değişsin değişmesin oylama Ve maalesef genel kurulda ben Ama kararın çıkacağını iyi görür Genel Madde düşme Bunun üzerine Mehmet Ali Aydınlar istifa edecek Türk futbolunda eskisi devam TAVRI NET OLMALI yıllık camia ona affedilmiş Süper oynamaya devam edecek kısaca it kervan böyle bir etiksizlik eyyamın altyapısı herkes Adnan Öztürk kulüplerinin kararını net ortaya Mesela ben merak ediyorum Süper diğer takımları Madde hakkında Yine merak ediyorum başta yayıncı kuruluş futbol federasyonumuzun diğer yöneticileri maddenin değiştirilmesini istiyorlar kimsenin sağı solu Herkes niyetini bugünden belli Mesela Nihat Özdemir düzgün bir şekilde tavrını ortaya bize yarın Düşme Katılmasam tavrına saygı Çünkü tavrı Umarım herkes tavrını ortaya koyar Türk futbol kamuoyu kimin düşündüğünü iyi görmüş ,AHMET ÇAKAR
21,iki farklı rahat gol kaçırdı Karabük kadar dağınık kötü maç için fazla bir söylemenin bir anlamı İlk devre maça bakıyoruz Ekrem hayatında bulamadığı gol pozisyonunu Sağdan soldan rakip kafayı kaldıramadı tuhaftır ilk devre sadece Yine devreye bakıyoruz Fernandes Guti hatta Çok iyi paslar oyunu istediği değiştiriyor üstelik iyi mücadele Mesela golünden önceki pozisyona Fernandes öyle doğru zamanda öyle iyi bir pas atıyor bunu alan İsmail harika dengeli bir orta yapıp Aynı Fernandes bunu yaptı diğer arkadaşlarına enteresan bir Dün akşam sol kanatta Böylesine ağır bir oyuncu sol kanatta oynar Bu kanatta oynamaması gerektiği kesin anlayabilmek mümkün Bazen öyle hareketler yapıyor bir Çok iyi bir sol ayağı Ama bazen öyle acemi çıktı Demek koordinasyon problemi var Ama vuruş tekniği iyilerinden Sezon başından beri söyledik yine Bu takımda Quaresma yeri garantiyse Ernst öyle İŞİ ZOR devreyi galibiyetle kapattı şampiyonluk yarışında demeye devam Karabük ikinci yarı toparlar bilmiyorum yeni hocası Bülent işleri kolay Hakem Barış Şimşek için fazla söze gerek Maç kolaydı bir iki ufak hatası dışında iyi bir maç ,AHMET ÇAKAR
22,futbolunun yeni patronu Yıldırım Demirören yoluna devam şansı olan dev bir camianın başkanı kulübü bırakıp bataklığın içine girmek bunu hala Ama madem Demirören TFF Başkanı bundan sonra onun ekibinin yapması gerekenleri haritamızın ilk madde uygulansın uygulanmasın Yani şike teşebbüs idarecileri fiillere karışmış takımlar küme düşsün düşmesin Aslında bunun cevabını Futbol Genel Kurulu yaklaşık bir ay önce net Hangi Genel başkan seçen Genel anlaşılır şekilde Yıldırım büyük bir çoğunlukla Türk futbolunun patronluğuna yine büyük bir çoğunlukla iffetsizliği maddenin kılına bile Hatta günkü oylamada Sayın Beşiktaş Kulüpler Birliği Başkanı olarak ön sırada elini kaldırıp maddeye AĞIR OLABİLİR şimdi maddenin Yani bir takımı eylemlerinden dolayı Profesyonel Disiplin Kurulu kararıyla küme düşüreceksiniz beraat Arası madde siyahtır dedik Türk futbol alemi fırdöndü Şimdi muhtemelen maddenin değişmesi için kulisler Aslında UEFA yapılan pazarlıklarda maddenin bir defalık affı kabul küme düşme cezalarının yerine puan ağır para cezaları yaptırımlarda Lakin UEFA yumuşamanın olması için mutlaka Türkiye Futbol Federasyonu Genel kabulünü şart Fakat kabul Peki bundan sonra herro demek kolay görünse yaptırımları ağır göre yargı kararını bekleyemezsiniz önce bütün icraatları yapmak suç varsa cezaları vermek Hatta Sayın Yıldırım Demirören işleri kadar tamamlamış olacak karşısına tertemiz Bu zamanların büyük eyyam kararıyla O Profesyonel Disiplin Kurulu falan Sahaya yansıyan hiçbir Bütün takımlar beraat Ve sözüm ona tertemiz UEFA bunu kabul eder Dünya üzerinde yaşayan zeka seviyesi vasatın biraz üzerinde olan milyarlarca insanın tahmin edeceği tabii kabul vicdanı kabul eder Tabii ,AHMET ÇAKAR
23,Çakır iki kritik hata operasyonunun galiba temizlik dışında önemli bir katkısı Art arda oynanan derbilerde müthiş bir dostluk sportmenlik Dün geceye oyuncuların birbirine yaklaşımları son derece dostane Birkaç ufak tefek detay dışında Fenerbahçe seyircisi için aynı şeyleri Maça klasik şablonu oynamaya devam Bol ayağa pas dün gece özellikle iyi Özellikle Yobo adım Zaten artık herkes tarafından çözülmüş bir atak organizasyonu O önüne atılan klasiği yıl özellikle deplasmanlarda tıkır tıkır Şampiyonlar Inter kaybetmedikleri halde dün gece defansif olarak hata Yedikleri gole Top ortalandığında Mehmet Topuz Onu kontrol etmesi gereken Halil konsantrasyonunu Glowacki sadece topa Ve Mehmet harika kafası öne geçiriverdi maçlarda öne geçmek İkinci yarıya baktığımızda önde oynayan neler yaptığını iyi Tolga olmasa Trabzonspor ciddi fark Özellikle Stoch için aylardır beri Mutlaka kazanılması kullanılması gereken bir Ne kadar kötü oynarsa dar alanda önemli işler yapacak özelliği Üstelik şutu Fenerbahçe art arda önemli maçlar kazanıp rakiplerine büyük adaylarından Trabzonspor için aynı şeyleri Moral olarak oyun olarak maç geriye Artık kalırlar onu söyleyebilmek KİŞİ KALACAKTI Cüneyt büyük kritik hata Birincisi ilk yarıda vermesi gereken ikinci sarı pozisyonda Fenerbahçe kişi Diğeri gösterdiği kırmızı Bu pozisyonda Aykut hamle yaptı Ve Cüneyt Çakır hatalı olarak ikinci sarıdan kırmızıyı ,AHMET ÇAKAR
24,Fernandes dakikalar bittiğinde büyük bir rahatsızlık Zira Dinamo Kiev kendi sahasında iki farklı Tüm kuyruğunda derlerken sahada gerçek bir Fernandes yarıya düşük tempoyla oynayıp rakibinin ekmeğine bal Sağ kanatta biraz Hilbert gidip geliyor istediği pasları Yedek takımla gelmiş ilk yarıda üzerine üç gol diğer ikisi gol kadar önemli dakikada Maç boyu mücadele arayış içinde olan öyle bir pas attı pasla kaleciyle karşı karşıya kalan net bir penaltı Bu penaltı sadece golü rakibi kişi bırakan kırmızı kartı Mart ayında yoluna devam edecekse penaltı pozisyonuna Bu golden sonra zaten sahada bir Beşiktaş resitali Mustafa Pektemek harika bir gol gecenin zaman kadar şanslı onu Zira Stoke City neredeyse tamamen yedeklerden kurulu bir takımla Üstelik kulübede sadece dört yedek oyuncuları Ama biraz şanslı olsalar ilk yarıda üç Egemen Korkmaz iyi çabuk hata Her zaman böyle şanslı Ya dakika direncini düşürmeyen bir şike nedeniyle büyük bir kaos yaşarken iki takımımızın devam etmesi yarınlar için umut HAKEM YÜKSELİR Polonyalı hakemi ufak tefek çocuk Ama ilerleyen yıllarda önemli yerlere Hem zeki futbolu iyi ,AHMET ÇAKAR
26,Fatih Trabzon zor bir deplasmandan güle oynaya üç puanı alıp zor deplasmanında bunu başarabilmek kolay Üstelik Fenerbahçe galibiyetinden sadece dört gün önemli özelliği kendine güveni takım Bir bunlara Elmander farkını ilave maçı rahatlatan gol attığı ilk gol Topu sol ayakla köşeye vuruşu tam bir santrfor İlk bakışta kolay zor yüksek kalite isteyen bir gol Bu gol neredeyse tek bir sistemi olan bir takım Temel gol stratejileri atılan defans arkası B planı olmayınca Galatasaray bir rakibe etkili olmaları kolay Biraz Colman maçın havasına gerisi başında derken dolu dolu oynamadığını söylemek Dengeli Akıllı Fazla hata yapmadan maçı Devre biterken eski Trabzonsporlu harika frikik golü mutlak dengeyi morali Tıpkı dört gün önceki Fenerbahçe derbisi maçı ilk dakikada alıp İkinci yarıda gereksiz kırmızı kartı gelince Trabzon için yapılabilecek hiçbir KIRMIZISI DOĞRU üstelik yeni transferlerle bezenmiş yeni bir takımı bir yapma yolunda hızla Bunu geçen maç iyi Trabzonspor için işler iyi Dün gece kaybettikleri oyuncularla Ve galiba Şampiyonlar yorucu maçların bedelini ağır ağır Kuddusi dün gece maçı kafasına göre Elleri Faul kartlarda hata ikinci golü öncesi kazandığı faul Ama kırmızısı Zira Zokora topa zıplarken elini rakibinin suratına Ve hareket oyun icabı ,AHMET ÇAKAR
27,Tarihi fark şunu söyleyelim Aykut ilk yarıdaki kadro yanlışı tarihi farkı Sormak Alex şimdiye kadar kaç maçta ileri uçta tek adam olarak iyi yeri verimli olduğu forvet maça tuhaf bir sistemle çıktı kalsın darmadağın Futbol olarak yarıda sürklase Kaleci kurtarışları olmasa Galatasaraylı forvetlerin vuruş becerisi biraz yüksek olsa maç yarıda uzun bir aradan sonra kadar kötü görmek insanı Orta sahada sürekli top Markaj adam kovalama Defansif anlamda güçlü olduğunu düşündüğümüz sol kanat Ziegler Caner tamamen Bilica adeta plajdan çıkmış gelmiş forma giymiş İnanın oraya amatör kümeden bir stoper koysanız takımına kadar zarar Tablo böyle olunca Galatasaray esti İlk dakikada neredeyse net gol pozisyonları Sağdan soldan şut çektiler Fenerbahçe sadece Elmander bile neredeyse yaratıcı bir orta saha oyuncusu gol pası Bu yarıda dirençli futbolcusu Yobo diyecektik onun attığı goldeki hatasına İlk yarıdaki iki gol bütün kozları Daha dengeli İkinci yarıda Fenerbahçe eski sistemine Semih ileri alındı Alex onun Aslında sistemde öze dönmek biraz kıpırdattı bulsalar diyeceklerdi Melo üçüncü golü gelince O goldeki korner atışında Bilica rakibe bakacağına kontrol etmekle Dün geceki performansları kıyasladığımızda bence Fenerbahçe MÜKEMMELDİ başarılı isimler Bence Fırat Aydınus bunların başında Derbiye kolay diyebilirsiniz ben mükemmel yönetti demek İkinci golde topu kapışında faul yaptığı harekette penaltı Yardımcısının bayrağı kaldırıp indirdiği pozisyonda ofsayt çalmakta pozisyonda önce davranıp doğrudan topa devam kararı hamlesinde faul Bilica dengesi bozulunca kendisini yere Ama devam kararı hakem pozisyonuna önce sonra devam Ama Aydınus doğruyu ofsaytı ,AHMET ÇAKAR
28,kadar lige Futbol süreci kötü bir şekilde yönettiğinin belgesi iddianame açıklandığında ortaya Futbol asbaşkanı şüpheli stada Şampiyonlar ülkemizi temsil eden başkan bir idarecisi stada Fenerbahçe Eskişehir takımların futbolcuları stada Süper Lig takımı şüpheli Ve lig maalesef Mehmet Ali sağduyuya davet Ortada Cornu Lütfi Arıboğan rezaleti asbaşkanın şikeden yargılanmak üzereyken sen ligi Bu lig inanılmaz Süper Lig takımlarının neredeyse yarısı işin içine Üstelik benim geçen haftaki Cornu açıklamamdan sonra yaptığınız hayal mahsulü Çünkü devletin savcısı aylarca çalışmış dosyayı Ligin devamının kimseye faydası Hatta ileri gidip şunu Ligi önce sonra sonra deyip ligi başlatmış sayın koltukta oturmaya hakkı Ayrıca Kulüpler Futbol Federasyonu UEFA Tahkim üyesi Levent kapalı kapılar ardında hazırladığı kanun dönmüşken hala koltukta oturuyorsanız ben size hiçbir Levent Bıçakçı maalesef vicdanlarda yaralı Ona yakıştıramadığımız süreç kaybettirmiş sonra Aylardır iddianame açıklandıktan sonra allak bulak olacak büyük bir kaos yaşanacak O ana kadar süreci skandal şekilde yöneten federasyona tavsiyemiz LİGİ DÜŞECEKSE DÜŞSÜN kadar ara İki ay boyunca çabuk bir şekilde bütün değerlendirmelerinizi yapıp cezalarınızı Kim düşecekse sonra kalan takımlarla ligi Zaten zaman probleminiz Zira Avrupa sarkmasında bir sıkıntı Ama inanıyorum bunları pisliğin balçığın içinde yürümeye çalışan futbolumuzu şimdi bir zehirli atıkların bulunduğu suda yüzdürmeye Ondan sonra süreci iyi yönetiyorum diyip basın toplantıları Yakışmadı ,AHMET ÇAKAR
