,text,class
11,Evlere takýmý adeta þeyi Baþkan takýmda zaten ucundan biraz olan disiplin tamamen kaybolmuþ herkesin aðzýnda koskoca bir mazeret O Avrupa Atletico Ama futbol sorumsuzlukla Beþiktaþ Atletico Madrid karþýsýnda üzücü bir tarih Önce þunu Bir ülkenin üst liginde üst düzey iki takým arasýndaki maç çaðdaþ futbolun kadar karþýsýnda Top pas þut defansýn arkasýna atýlan topun pozisyon olmasý dünya futbolunun üst liglerinde pek Tabi söylediklerim Beþiktaþ için Mesela ikinci karþýlaþma bir ara basketbol maçýna solda saðda geldiði pozisyon gol Burak biraz becerikli olsa zaten maç ilk yarýda bakýyoruz Beþiktaþ için Quaresma dýþýnda topla ileriye topu taþýyabilecek bir oyuncu Düþünebiliyor sol bekte Ersan oynuyor önünde hikmetse Ekrem Böyle takým olur Sakatlýklar olursa olsun kadroyla maça çýkýlabilir kuvvetli yaný duran Ama Trabzon silahýný akýllý adam markajýyla imha Bir yan top geldi ikinci yarýnýn hemen baþýnda gol Quaresma iyi ortaladý Almeida kendi klasiklerinden olan golü ÇOK ÝYÝYDÝ facia bundan sonra Trabzon orta sahayý rahat geçip hýzlý adamlarýyla pozisyon üzerine pozisyon bulup önce beraberliði sonra galibiyeti Hele hele Kendi klasiklerine uygun kadar pozisyon buldu Ama hepsinde kötü vurdu kaleci tarafýndan Ýyi vursa dün Trabzon tane atýp evine Beþiktaþ girer mi bilmem kötü günler kafayla uzakta Bu sene derbi maçlar genelde iyi Dün gece Bülent Yýldýrým bence iyi Kartlarý faul kararlarý ilk golünde ofsayt þüphesi olsa verdiði karar ,AHMET ÇAKAR
12,Kulüpler Birliði futbolu herhalde önümüzdeki ay fazla rakamý Yani Bu maddenin açýlýmý Þayet Futbol Federasyonu yönetmeliði þikeden suçlu bulsa bile Fenerbahçe küme Ama deðiþmezse Fenerbahçe sonradan þikeden suçlu bulunan kulüplerin bazýlarý küme düþmek zorunda Ali Aydýnlar yanlýþ stratejiler uygulamýþ iyi niyetli düzgün bir adam olduðundan ufak bir kuþkum Üstelik akýllý Geçen hafta olduðum sürece Madde diyerek tavrýný açýk ortaya koydu kendini bundan sonra Baþta Kulüpler Birliði sonra basýnýmýzýn birçok deðerli mensubu sonunda Bakan Suat Kýlýç belli oranda niyetlerini Onlara göre Madde deðiþmeli hatta baþkan bile olsalar þahýslarýn yaptýðý yanlýþ yýllýk kulüplerini Ama þu gerçek deðiþtirirseniz bir Türk futbolu var oldukça hiçbir kulübü hiçbir kulübü þike nedeniyle küme Üstelik maddenin Temmuz sonrasýndaki süreçte deðiþmesi açýk þekilde baþta Fenerbahçe olmak üzere bazý kulüpleri kurtarmak anlamýna maddeyi deðiþtirmek iki ayrý felsefenin çarpýþmasý Bir tarafta kurallarý Türk futbolunun geleceði için asýrlýk camiayý düþürebilen bir diðer tarafta Türk futbolundaki paranýn kaybolmamasý toplumsal infiali önleyebilmek için oyun baþlamýþken kuralý deðiþtirebilen karar sadece Kulüpler verebileceði bir karar Çünkü Kulüpler Birliði Türk futbolunun omurgasýz Sadece kendilerini düþünürler etik gelecek kaygýsý Bununla ilgili acý tecrübelerim Mesela Futbol Federasyonu baþkanlýðý seçiminde Kulüpler Birliði bir ortak aday üzerinde hatta kararý imza altýna alýr toplantý biter dakika içinde Onlara göre sadece kulüplerinin yaþamasý Sonucu olursa olsun para gelsin koltuklarýmýzý Peki bundan sonra Lig bitecek Futbol Federasyonu düþme kararlarýný Sonra Haziran baþýnda federasyon genel kurulu önergeler verilecek Madde deðiþsin deðiþmesin oylama Ve maalesef genel kurulda ben Ama kararýn çýkacaðýný iyi görür Genel Madde düþme Bunun üzerine Mehmet Ali Aydýnlar istifa edecek Türk futbolunda þey eskisi devam TAVRI NET OLMALI yýllýk camia ona affedilmiþ Süper oynamaya devam edecek kýsaca it kervan böyle bir etiksizlik eyyamýn altyapýsý herkes Adnan Öztürk kulüplerinin kararýný net ortaya Mesela ben merak ediyorum Süper diðer takýmlarý Madde hakkýnda Yine merak ediyorum baþta yayýncý kuruluþ futbol federasyonumuzun diðer yöneticileri maddenin deðiþtirilmesini istiyorlar kimsenin saðý solu Herkes niyetini bugünden belli Mesela Nihat Özdemir düzgün bir þekilde tavrýný ortaya bize yarýn Düþme Katýlmasam tavrýna saygý Çünkü tavrý Umarým herkes tavrýný ortaya koyar Türk futbol kamuoyu kimin düþündüðünü iyi görmüþ ,AHMET ÇAKAR
13,iki farklý rahat gol kaçýrdý Karabük kadar daðýnýk kötü maç için fazla bir þey söylemenin bir anlamý Ýlk devre maça bakýyoruz Ekrem hayatýnda bulamadýðý gol pozisyonunu Saðdan soldan rakip kafayý kaldýramadý tuhaftýr ilk devre sadece Yine devreye bakýyoruz Fernandes Guti hatta Çok iyi paslar oyunu istediði deðiþtiriyor üstelik iyi mücadele Mesela golünden önceki pozisyona Fernandes öyle doðru zamanda öyle iyi bir pas atýyor bunu alan Ýsmail harika dengeli bir orta yapýp Ayný Fernandes bunu yaptý diðer arkadaþlarýna enteresan bir Dün akþam sol kanatta Böylesine aðýr bir oyuncu sol kanatta oynar mý Bu kanatta oynamamasý gerektiði kesin anlayabilmek mümkün Bazen öyle hareketler yapýyor bir Çok iyi bir sol ayaðý Ama bazen öyle acemi çýktý Demek koordinasyon problemi var Ama vuruþ tekniði iyilerinden Sezon baþýndan beri söyledik yine Bu takýmda Quaresma yeri nasýl garantiyse Ernst öyle ÝÞÝ ZOR devreyi galibiyetle kapattý þampiyonluk yarýþýnda demeye devam Karabük ikinci yarý toparlar mý bilmiyorum yeni hocasý Bülent iþleri kolay Hakem Barýþ Þimþek için fazla söze gerek Maç kolaydý bir iki ufak hatasý dýþýnda iyi bir maç ,AHMET ÇAKAR
14,Panik inanýlmaz geri Ýlk devreye bakýyoruz futbol adýna yapýlan bir þey Mücadele tempo organizasyon yok bireysel hatalarýn büyükleri Mesela ilk gole Stoch inanýlmaz bir asist Seyredenler ofsayt tereddüt geçiriyor gol ofsayt futbol tuhaflýðý Stoch ayaðýndaki topu biraz hakemin etkisiyle rakibine Hemen arkasýndan ikinci gol Bu sefer Serdar büyük bir hata ilk yarýda önemli bir skor baþýndan itibaren gördük Fenerbahçe oynamamak için þeyi Böylesine düþük bir tempoyu böylesine bir ruhsuzluðu anlayabilmek mümkün Performansýn kötülüðünü sadece Emre olmayýþýna baðlamak doðru Ýddia ediyorum ilk yarýda karþýsýnda PAF takýmý olsa iyi mücadele VE HATALI PENALTI yarý Fenerbahçe kelle koltuk saldýrmaya Ve arka arkaya iki kritik pozisyon Önce maç boyu sürekli rakip markaj altýnda kalan frikiði Sonra penaltý Ýþte penaltý golle sonuçlansa maçýn kýrýlma aný Belki Fenerbahçe hak etmeden karþýlaþmayý kazanabilecek psikolojik atmosferi Ama olmadý Fenerbahçe þampiyonluk yarýþýnda üç puandan fazlasýný Zira Fenerbahçeli oyuncular artýk psikolojik olarak geriye Ama hak vermek içinde bulunduðumuz futbol dünyasýnýn þartlarý Fenerbahçe için fazla þeyler beklemek Hakem Fýrat dün gece Yer tutuþlarý ilk golde durduðu yer hata yapmasýnda önemli rol Bazý faul elle oynama tespitleri büyük yanlýþý verdiði Karabüksporlu oyuncunun sol omuzundan dönen açýk olan ele çarptý zannederek yanlýþ bir penaltý Bu gol olsa sonuca etki eden önemli bir hakem hatasý ,AHMET ÇAKAR
15,Mehmet Ali Federasyonu eski Baþkaný Mehmet Ali CNN dikkatle Asýl sorun belli O þartlar olursa olsun küme düþüren federasyon baþkaný olarak tarihe geçmek onun büyük hatasý Aslýnda hatadan görevi kötüye TFF tuttuðu takýmý küme düþmekten kurtarmak futbolu adil istifa ettiði güne kadar düþürmemek için elinden geleni Kapalý kapýlar ardýnda Fenerbahçeli yöneticilerle pazarlýklara Ve maddenin bir defalýk delinmesi için görüþmeleri organize Ýþte derken Türk futbolunu içinden çýkýlmaz bir duruma Sonra çýkýp uðrayacaðý maddi manevi zararlarý ben Bu nasýl baþkanlýktýr Sayýn Hiçkimse sizden hamilik koruyuculuk yapmanýzý Genel Kurul size bunun için oy Siz hangi hakla kümede tutmak için olayý UEFA Fenerbahçeli yöneticilerle pazarlýða bir husus Ýstifa ettiði gün Kýsmet teþekkür Ama CNN programýnda ayný eski CAS hakimini Yine istifa ederken belgeyi benden diyerek Lutfi Arýboðan Ýlhan hedef Ama CNN programýnda ikisinden özür Yine istifa ederken þikayet Ama son programda bir kurum böylesine böylesine çeliþkilerle yönetilirse olacaðý kimden izin alýp UEFA puan silme konusunda mutabakat korkutucu boyutu açýklamalarýnýn içinde Eski baþkan diyor futbolunun ekonomik sosyal yönden yara almamasý için düþme olmamasý Ve nedenle UEFA anlaþýp puan Bunu Genel Çünkü UEFA böyle Buraya kadar þey Aydýnlar yine devam ediyor konuþmaya diyor maddeyle ilgili yapýlan oylamada isteseydim ben bir defalýk affý Genel Yaman çeliþkiye Bu nasýl Madem kurtuluþ puan silme Genel kabul ettirme gücünüz zaman yapmýyorsunuz istifa TAHAMMÜLÜ YOK düzgün bir Üstelik inançlý bir insan olduðunu Ama asla birinci adam Çünkü birinci adamlar farklý Üstelik En ufak eleþtiriye tahammülü Ýfadeye Birkaç yorumcu aðýr þekilde eleþtirmiþ istifa kararý Peki yorumcularýn görevi Hep okkalamak Yine anlýyoruz gönlünde hala Fenerbahçe Baþkanlýðý Saygý duyuyoruz þunu yönettiðiniz yönetirseniz ayný alýnganlýkla devam ederseniz baþkanlýkta üç ay bile ,AHMET ÇAKAR
16,Peki TFF Baþkaný sefer olduðu dün dað fare Çok önemli kararlarýn alýnacaðýný düþünmüþtük fýndýk kabuðunu bile doldurmayacak kararlar ortaya Bunlarýn geçmiþ dönemlerde baþkanlýk yapan isimlere konan veto Süper Lig kulüplerinin baþkanlarýna Þenes Levent Haluk Ulusoy Mehmet Ali Aydýnlar isimler aday Bunun mantýðý Kulüpler göre yepyeni bir isim ortaya Belli kafalarýnda bir isim Ýçeride Yýldýrým isminin geçmiþ olmasýna raðmen onun konjonktürde baþkan olmasý güç Ben size ciddi futbol kulislerinde adý geçenlerden Ata Uzun yýllar milletvekilliði Gaziantepspor Kulüp Baþkanlýðý görevinde bulunmuþ uzun yýllar Futbol Federasyonu Asbaþkanlýðý görevini sürdürmüþ bir Kulislerden kulaðýmýza Ata birçok delegeden kabul bir isim Murat O uzun yýllar Futbol Federasyonu Yönetim Beþiktaþ görev yapmýþ bir Genç birçok dengeyi bünyesinde barýndýrabilecek bir baþka isim Mehmet O Türk sporunda önemli hizmetler Genel Müdürlük hiçbir dedikodu þaibeye karýþmaksýzýn önemli projelere imza atmýþ genç bir son sözü Önemli bir oy potansiyelleri Ama artýk herkes akil adam olmak TFF Baþkanlýðý seçiminde taban birliðinden gelecek oylarý asla gözardý etmemek yýldýr federasyon seçimine katýldým hepsinde taban birliklerinin önemli bir belirleyici unsur olduðunu sözüm Genel isimsiz Bank Asya alt liglerin saðduyulu baþkanlarýna taban birliklerine Asla pazarlýklar içerisinde Asla Mehmet Ali güç durumda býrakan isimlere Kulislerde adý geçen üç isim birbirinden Tabii üç isme baþkalarý geçen gece beraber program yaptýðým Ýbrahim Hacýosmanoðlu futbol aleminin direkt içinde olmasa Hiçbir beklentim olmadýðý için rahat rahat söylüyorum Türk futbolu bitmek Aday belirlerken seçim yaparken olur mavi pazarlýklara geçit Vicdanýnýzýn sesini ,AHMET ÇAKAR
17,Maçýn adamý önemli bir maç Eðer maçý kazanabildiyse bir maçý Düþünebiliyor ilk devre rakip Gaziantepspor neredeyse maçý son vuruþlarda beceriksiz oldu soyunma odasýna önde Ancak maçýn adamý Kerim Zengin karþýlaþmayý adeta hediye yarýda Aykut Kocaman doðru Caner sahaya sürüp hareketli bir orta saha yaratmaya Özellikle ilk yarý Fenerli oyuncularýn üzerine ölü topraðý bir tek didinen Stoch Ýþte Stoch maçý kurtaran adam Önce beraberlik sonra maç boyu adeta küskünleri oynayan önüne attýðý topla galibiyet golü þunu sormak Kerim Zengin atýlmasaydý Gaziantep maçý ilk yarýda maç döner Tabii zor Ama þunu söylemek lazým Fenerli oyuncularýn yaþadýðý aðýr stres dayanýlacak olabildiðince iyi mücadele edip maç Mesela ilk yarý orta saha adeta yok Gazianteplilerin inanýlmaz rahat kontrataða çýkmalarýnýn nedeni orta sahanýn böyle yetersiz Semih günden güne geriye Hep söylüyoruz Gökhan iyi hücum beki bazý haftalar defans zaafiyeti ortaya maçýn kýrýlma Kerim gösterilen sarý kartta hakem Kamil Abitoðlu Çok tartýþýlan ikinci sarý karta gelince hamlesi net bir þekilde aþil tendonuna dolayýsýyla karar Kamil Abitoðlu maçý genelde iyi yönetti karþýlaþmanýn hemen baþýnda vermesi gereken sarý kartý Ayrýca futbolcularla fazla konuþuyor olmasý kendisi adýna bir eksi Þubat tarihinde yenildiði günden yana Saracoðlu çýktýðý lig maçýnda galibiyet beraberlik ,AHMET ÇAKAR
18,Yok böyle bir yýl önce Beþiktaþ Baþkaný Yýldýrým Demirören federasyon hakemlere kýzmýþ hafta lig maçýna PAF takýmýyla Sözleri kýzgýnlýðýndan kaynaklanmýþ bir Dün geceye keþke Beþiktaþ takýmýyla Sonuç futbol kesinlikle keyif verici Beþiktaþlý futbolcular Carvalhal Bir takým böyle sürpriz puan kayýplarý Ama mücadeleden futbolun genel doðrularýna ihanet edercesine oynamak hiçbir takýmýn hakký Ankaragücü büyük bir onur mücadelesi Takýmýn neredeyse yarýsý Dün geceki ilk dolaþmaya çýksa binlerce insandan hiçbiri çocuklardan birini Ama dedik Beþiktaþ maçý kazanmamak için þeyi futbol kitabýnda düny a d a açýlan antrenör kursunda þunu Bir takým kapanýyor sürekli alaný daraltýyorsa yapýlacaklarýn ilki topu kanatlara sýfýra Peki dün gece bunu yapabildi mi tabi Ýkinci yarýda gol için hayatýnda muhtemelen sað açýkta oynamamýþ burada oynatarak kanatlara yayýlmaya Peki þut attý mý Peki bireysel yeteneklerle aralara girip pozisyon bulabildi Daha korkuncu seyircisine dedirtecek pozisyonu var mý NE bütün hayýrlarýn yanýnda Beþiktaþlý oyuncular maç boyu zaman tempoyu düþürürcesine bitse gitsek der havasýnda mý Ýþte bunun cevabý Þimdi lütfen yukarýdaki yaptýðýný doðrusu hiçbir þey yapmadýðýný haftada sadece puan alan ikinci yarýnýn ilk iki maçýnda puan toplama baþarýsý göstererek büyük moral ,AHMET ÇAKAR
19,Yetki devri Federasyonu Yönetim bütün cezai yaptýrýmlarýn hukuki kurullarýna devredildiðini Yani þike dosyasýyla ilgili sadece kiþilerin kulüplerin cezalarýný PFDK Bu deðiþikliði nasýl þunu soruyorum Niye Görünen TFF topu sürekli baþkalarýna madde düzenlemesinde topu Genel atmalarý son derece Belli onlarý futbolunu maddeyi deðiþtirmek için Genel cezalar için sistemi disiplin kurulu üzerine bazý naklen yayýn konularýnda Lig mahkum olacaklarsa zaman onlarý Oraya bir sekretarya þeyi onlar oynanýrken kural açýklamasýyla deðiþiklik usul yönünden olsa baðdaþýyor Sadece Hani kulüplere verilecek ceza sezon sonu Ama göreceksiniz bakýn öncesi kulüplere ceza vermeye gücü yetecek taþýn altýna elini koymak böylesine tarihi kararlarda zorlanabileceðini Aslýnda örneklere baktýðýmýzda cezayý vermesi yanlýþ deðil durum vahimleþtikten sonra erkin federasyon tarafýndan devredilmesi ,AHMET ÇAKAR
20,Kulüpler Birliði futbolu herhalde önümüzdeki ay fazla rakamý Yani Bu maddenin açýlýmý Þayet Futbol Federasyonu yönetmeliði þikeden suçlu bulsa bile Fenerbahçe küme Ama deðiþmezse Fenerbahçe sonradan þikeden suçlu bulunan kulüplerin bazýlarý küme düþmek zorunda Ali Aydýnlar yanlýþ stratejiler uygulamýþ iyi niyetli düzgün bir adam olduðundan ufak bir kuþkum Üstelik akýllý Geçen hafta olduðum sürece Madde diyerek tavrýný açýk ortaya koydu kendini bundan sonra Baþta Kulüpler Birliði sonra basýnýmýzýn birçok deðerli mensubu sonunda Bakan Suat Kýlýç belli oranda niyetlerini Onlara göre Madde deðiþmeli hatta baþkan bile olsalar þahýslarýn yaptýðý yanlýþ yýllýk kulüplerini Ama þu gerçek deðiþtirirseniz bir Türk futbolu var oldukça hiçbir kulübü hiçbir kulübü þike nedeniyle küme Üstelik maddenin Temmuz sonrasýndaki süreçte deðiþmesi açýk þekilde baþta Fenerbahçe olmak üzere bazý kulüpleri kurtarmak anlamýna maddeyi deðiþtirmek iki ayrý felsefenin çarpýþmasý Bir tarafta kurallarý Türk futbolunun geleceði için asýrlýk camiayý düþürebilen bir diðer tarafta Türk futbolundaki paranýn kaybolmamasý toplumsal infiali önleyebilmek için oyun baþlamýþken kuralý deðiþtirebilen karar sadece Kulüpler verebileceði bir karar Çünkü Kulüpler Birliði Türk futbolunun omurgasýz Sadece kendilerini düþünürler etik gelecek kaygýsý Bununla ilgili acý tecrübelerim Mesela Futbol Federasyonu baþkanlýðý seçiminde Kulüpler Birliði bir ortak aday üzerinde hatta kararý imza altýna alýr toplantý biter dakika içinde Onlara göre sadece kulüplerinin yaþamasý Sonucu olursa olsun para gelsin koltuklarýmýzý Peki bundan sonra Lig bitecek Futbol Federasyonu düþme kararlarýný Sonra Haziran baþýnda federasyon genel kurulu önergeler verilecek Madde deðiþsin deðiþmesin oylama Ve maalesef genel kurulda ben Ama kararýn çýkacaðýný iyi görür Genel Madde düþme Bunun üzerine Mehmet Ali Aydýnlar istifa edecek Türk futbolunda þey eskisi devam TAVRI NET OLMALI yýllýk camia ona affedilmiþ Süper oynamaya devam edecek kýsaca it kervan böyle bir etiksizlik eyyamýn altyapýsý herkes Adnan Öztürk kulüplerinin kararýný net ortaya Mesela ben merak ediyorum Süper diðer takýmlarý Madde hakkýnda Yine merak ediyorum baþta yayýncý kuruluþ futbol federasyonumuzun diðer yöneticileri maddenin deðiþtirilmesini istiyorlar kimsenin saðý solu Herkes niyetini bugünden belli Mesela Nihat Özdemir düzgün bir þekilde tavrýný ortaya bize yarýn Düþme Katýlmasam tavrýna saygý Çünkü tavrý Umarým herkes tavrýný ortaya koyar Türk futbol kamuoyu kimin düþündüðünü iyi görmüþ ,AHMET ÇAKAR
21,iki farklý rahat gol kaçýrdý Karabük kadar daðýnýk kötü maç için fazla bir þey söylemenin bir anlamý Ýlk devre maça bakýyoruz Ekrem hayatýnda bulamadýðý gol pozisyonunu Saðdan soldan rakip kafayý kaldýramadý tuhaftýr ilk devre sadece Yine devreye bakýyoruz Fernandes Guti hatta Çok iyi paslar oyunu istediði deðiþtiriyor üstelik iyi mücadele Mesela golünden önceki pozisyona Fernandes öyle doðru zamanda öyle iyi bir pas atýyor bunu alan Ýsmail harika dengeli bir orta yapýp Ayný Fernandes bunu yaptý diðer arkadaþlarýna enteresan bir Dün akþam sol kanatta Böylesine aðýr bir oyuncu sol kanatta oynar mý Bu kanatta oynamamasý gerektiði kesin anlayabilmek mümkün Bazen öyle hareketler yapýyor bir Çok iyi bir sol ayaðý Ama bazen öyle acemi çýktý Demek koordinasyon problemi var Ama vuruþ tekniði iyilerinden Sezon baþýndan beri söyledik yine Bu takýmda Quaresma yeri nasýl garantiyse Ernst öyle ÝÞÝ ZOR devreyi galibiyetle kapattý þampiyonluk yarýþýnda demeye devam Karabük ikinci yarý toparlar mý bilmiyorum yeni hocasý Bülent iþleri kolay Hakem Barýþ Þimþek için fazla söze gerek Maç kolaydý bir iki ufak hatasý dýþýnda iyi bir maç ,AHMET ÇAKAR
23,Çakýr iki kritik hata operasyonunun galiba temizlik dýþýnda önemli bir katkýsý Art arda oynanan derbilerde müthiþ bir dostluk sportmenlik Dün geceye oyuncularýn birbirine yaklaþýmlarý son derece dostane Birkaç ufak tefek detay dýþýnda Fenerbahçe seyircisi için ayný þeyleri Maça klasik þablonu oynamaya devam Bol ayaða pas dün gece özellikle iyi Özellikle Yobo adým Zaten artýk herkes tarafýndan çözülmüþ bir atak organizasyonu O önüne atýlan klasiði yýl özellikle deplasmanlarda týkýr týkýr Þampiyonlar Inter kaybetmedikleri halde dün gece defansif olarak hata Yedikleri gole Top ortalandýðýnda Mehmet Topuz Onu kontrol etmesi gereken Halil konsantrasyonunu Glowacki sadece topa Ve Mehmet harika kafasý öne geçiriverdi maçlarda öne geçmek Ýkinci yarýya baktýðýmýzda önde oynayan neler yaptýðýný iyi Tolga olmasa Trabzonspor ciddi fark Özellikle Stoch için aylardýr beri Mutlaka kazanýlmasý kullanýlmasý gereken bir Ne kadar kötü oynarsa dar alanda önemli iþler yapacak özelliði Üstelik þutu Fenerbahçe art arda önemli maçlar kazanýp rakiplerine büyük adaylarýndan Trabzonspor için ayný þeyleri Moral olarak oyun olarak maç geriye Artýk kalýrlar mý onu söyleyebilmek KÝÞÝ KALACAKTI Cüneyt büyük kritik hata Birincisi ilk yarýda vermesi gereken ikinci sarý pozisyonda Fenerbahçe kiþi Diðeri gösterdiði kýrmýzý Bu pozisyonda Aykut hamle yaptý Ve Cüneyt Çakýr hatalý olarak ikinci sarýdan kýrmýzýyý ,AHMET ÇAKAR
24,Fernandes dakikalar bittiðinde büyük bir rahatsýzlýk Zira Dinamo Kiev kendi sahasýnda iki farklý Tüm kuyruðunda mý derlerken sahada gerçek bir Fernandes yarýya düþük tempoyla oynayýp rakibinin ekmeðine bal Sað kanatta biraz Hilbert gidip geliyor istediði paslarý Yedek takýmla gelmiþ ilk yarýda üzerine üç gol diðer ikisi gol kadar önemli dakikada Maç boyu mücadele arayýþ içinde olan öyle bir pas attý pasla kaleciyle karþý karþýya kalan net bir penaltý Bu penaltý sadece golü rakibi kiþi býrakan kýrmýzý kartý Mart ayýnda yoluna devam edecekse penaltý pozisyonuna þey Bu golden sonra zaten sahada bir Beþiktaþ resitali Mustafa Pektemek harika bir gol gecenin zaman kadar þanslý mý onu Zira Stoke City neredeyse tamamen yedeklerden kurulu bir takýmla Üstelik kulübede sadece dört yedek oyuncularý Ama biraz þanslý olsalar ilk yarýda üç Egemen Korkmaz iyi çabuk hata Her zaman böyle þanslý Ya dakika direncini düþürmeyen bir þike nedeniyle büyük bir kaos yaþarken iki takýmýmýzýn devam etmesi yarýnlar için umut HAKEM YÜKSELÝR Polonyalý hakemi ufak tefek çocuk Ama ilerleyen yýllarda önemli yerlere Hem zeki futbolu iyi ,AHMET ÇAKAR
25,Tayfur sezon sonuna kadar iki gündür yayýnlanan Mehmet Ali Özaydýnlý diyaloðunu nasýl Federasyonu ileri gelenleri anladýðým kadarýyla kapalý kapýlar ardýnda spor kamuoyunun Fenerbahçe taraftarýnýn aylar sonra öðrendiði haber Üstelik Murat Futbol gelen paralarýn þike iþlerinde kullanýldýðýný ima Aslýnda Futbol Federasyonu Baþkaný Mehmet Ali fazla Zira düþme kalkma kararlarýný sezon sonunda açýklayacak olmalarý bunun sebepleri SABAH gazetesinde ortaya O Türk ekonomiyi naklen yayýnlarý düþünmek Ama olursa olsun þeffaflýk ilkesi adýna durum spor kamuoyuna Fenerbahçe taraftarýna kiþi için tahliye kararý Ancak suçlanan isimler hala Bu tablo hakkýndaki analiziniz ikinci Cumhurbaþkanýmýza gönderdiði Anayasa itiraz edilmediði için geçerlilik Durum böyle olunca iddianamede sadece þike eylemlerine karýþmýþ olanlar için tahliye kararý çýkmasý Ne kadar eleþtirirsek yasama organý parlamentodur kanunu beðenmesek yasaya vatandaþ olarak uymak Asýl sýkýntý bundan sonra kalanlar için Zira iddianamede birçoðuyla ilgili örgüt suçlamasý Bu kiþilerin örgütlü suç iþleyip iþlemediklerine karar verecek yegane kurul mahkeme onun günlerde gündemdeki baðlantýsý savýný önceki gece dile Bu konuda Bedrettin Beyaz programýnýza baðlanmasý sonrasý yorumunuz Milletvekili Þamil Tayyar verdiði bir Ergenekon zanlýsý Bedrettin þike sanýklarýndan birinin baþkenti buluþtuðu aralarýnda para alýþveriþi olduðu þeklinde bir iddiada Bedrettin Dalan iddiayý Ama ben inanmak zorunda Beyaz yayýnda bana olmadýðýný Oysa son aylarda kendisi sýk sýk bulunanlarýn Ergenekon baðlantýlarý olup olmadýðýný ortaya çýkarmak delillendirmek Türk güvenlik güçlerinin Eðer böyle bir baðlantý ortaya çýkarsa olay çoktan spor olayý olmaktan çýkar memleket meselesi haline Yönetimi tahliye olan Tayfur iliþkisi bundan sonra nasýl Tayfur sonuna kadar Zira þu andaki konumu psikolojisi hocalýk yapmaya uygun Þayet Tayfur Hoca aklanýrsa önümüzdeki yýl ahde vefa örneði olarak baþýna ,AHMET ÇAKAR
26,Fatih Trabzon zor bir deplasmandan güle oynaya üç puaný alýp zor deplasmanýnda bunu baþarabilmek kolay Üstelik Fenerbahçe galibiyetinden sadece dört gün önemli özelliði kendine güveni takým Bir bunlara Elmander farkýný ilave maçý rahatlatan gol attýðý ilk gol Topu sol ayakla köþeye vuruþu tam bir santrfor Ýlk bakýþta kolay aslýnda zor yüksek kalite isteyen bir gol Bu gol neredeyse tek bir sistemi olan bir takým Temel gol stratejileri atýlan defans arkasý B planý olmayýnca Galatasaray bir rakibe etkili olmalarý kolay Biraz Colman maçýn havasýna gerisi baþýnda derken dolu dolu oynamadýðýný söylemek Dengeli Akýllý Fazla hata yapmadan maçý Devre biterken eski Trabzonsporlu harika frikik golü mutlak dengeyi morali Týpký dört gün önceki Fenerbahçe derbisi maçý ilk dakikada alýp Ýkinci yarýda gereksiz kýrmýzý kartý gelince Trabzon için yapýlabilecek hiçbir þey KIRMIZISI DOÐRU üstelik yeni transferlerle bezenmiþ yeni bir takýmý bir yapma yolunda hýzla Bunu geçen maç iyi Trabzonspor için iþler iyi Dün gece kaybettikleri oyuncularla Ve galiba Þampiyonlar yorucu maçlarýn bedelini aðýr aðýr Kuddusi dün gece maçý kafasýna göre Elleri Faul kartlarda hata ikinci golü öncesi kazandýðý faul Ama kýrmýzýsý Zira Zokora topa zýplarken elini rakibinin suratýna Ve hareket oyun icabý ,AHMET ÇAKAR
27,Tarihi fark þunu söyleyelim Aykut ilk yarýdaki kadro yanlýþý tarihi farký Sormak Alex þimdiye kadar kaç maçta ileri uçta tek adam olarak iyi yeri verimli olduðu forvet maça tuhaf bir sistemle çýktý kalsýn darmadaðýn Futbol olarak yarýda sürklase Kaleci kurtarýþlarý olmasa Galatasaraylý forvetlerin vuruþ becerisi biraz yüksek olsa maç yarýda uzun bir aradan sonra kadar kötü görmek insaný Orta sahada sürekli top Markaj adam kovalama Defansif anlamda güçlü olduðunu düþündüðümüz sol kanat Ziegler Caner tamamen Bilica adeta plajdan çýkmýþ gelmiþ forma giymiþ Ýnanýn oraya amatör kümeden bir stoper koysanýz takýmýna kadar zarar Tablo böyle olunca Galatasaray esti Ýlk dakikada neredeyse net gol pozisyonlarý Saðdan soldan þut çektiler Fenerbahçe sadece Elmander bile neredeyse yaratýcý bir orta saha oyuncusu gol pasý Bu yarýda dirençli futbolcusu Yobo diyecektik onun attýðý goldeki hatasýna Ýlk yarýdaki iki gol bütün kozlarý Daha dengeli Ýkinci yarýda Fenerbahçe eski sistemine Semih ileri alýndý Alex onun Aslýnda sistemde öze dönmek biraz kýpýrdattý bulsalar mý diyeceklerdi Melo üçüncü golü gelince þey O goldeki korner atýþýnda Bilica rakibe bakacaðýna kontrol etmekle Dün geceki performanslarý kýyasladýðýmýzda bence Fenerbahçe MÜKEMMELDÝ baþarýlý isimler Bence Fýrat Aydýnus bunlarýn baþýnda Derbiye kolay diyebilirsiniz ben mükemmel yönetti demek Ýkinci golde topu kapýþýnda faul yaptýðý harekette penaltý Yardýmcýsýnýn bayraðý kaldýrýp indirdiði pozisyonda ofsayt çalmakta pozisyonda önce davranýp doðrudan topa devam kararý hamlesinde faul Bilica dengesi bozulunca kendisini yere Ama devam kararý hakem pozisyonuna önce sonra devam Ama Aydýnus doðruyu ofsaytý ,AHMET ÇAKAR
